rok;ico;ci_type;paragraf;paragraf_nazev;par_skupina;par_oddil;polozka;polozka_nazev;druh;trida;seskupeni;podseskupeni;schvaleny_rozpocet;upraveny_rozpocet;skutecnost
2020;00282618;2;4359;Ostatní služby a činnosti v oblasti sociální péče;Sociální věci a politika zaměstnanosti;Sociální služby a společné činnosti v sociálním zabezpečení a politice zaměstnanosti;2112;Příjmy z prodeje zboží (již nakoupeného za účelem prodeje);Příjmy;Nedaňové příjmy;Příjmy z vlastní činnosti a odvody přebytků organizací s přímým vztahem;Příjmy z vlastní činnosti;1300000.00;1353000.00;1352225.00
2020;00282618;2;6171;Činnost místní správy;Všeobecná veřejná správa a služby;Státní moc, státní správa, územní samospráva a politické strany;2111;Příjmy z poskytování služeb a výrobků;Příjmy;Nedaňové příjmy;Příjmy z vlastní činnosti a odvody přebytků organizací s přímým vztahem;Příjmy z vlastní činnosti;5000.00;66200.00;61207.00
2020;00282618;2;6171;Činnost místní správy;Všeobecná veřejná správa a služby;Státní moc, státní správa, územní samospráva a politické strany;2112;Příjmy z prodeje zboží (již nakoupeného za účelem prodeje);Příjmy;Nedaňové příjmy;Příjmy z vlastní činnosti a odvody přebytků organizací s přímým vztahem;Příjmy z vlastní činnosti;5000.00;13000.00;11630.00
2020;00282618;2;6171;Činnost místní správy;Všeobecná veřejná správa a služby;Státní moc, státní správa, územní samospráva a politické strany;2131;Příjmy z pronájmu pozemků;Příjmy;Nedaňové příjmy;Příjmy z vlastní činnosti a odvody přebytků organizací s přímým vztahem;Příjmy z pronájmu majetku;8000.00;15500.00;14907.00
2020;00282618;2;6171;Činnost místní správy;Všeobecná veřejná správa a služby;Státní moc, státní správa, územní samospráva a politické strany;2132;Příjmy z pronájmu ostatních nemovitých věcí a jejich částí;Příjmy;Nedaňové příjmy;Příjmy z vlastní činnosti a odvody přebytků organizací s přímým vztahem;Příjmy z pronájmu majetku;200000.00;200000.00;192300.65
2020;00282618;2;6171;Činnost místní správy;Všeobecná veřejná správa a služby;Státní moc, státní správa, územní samospráva a politické strany;2141;Příjmy z úroků (část);Příjmy;Nedaňové příjmy;Příjmy z vlastní činnosti a odvody přebytků organizací s přímým vztahem;Výnosy z finančního majetku;1000.00;1000.00;500.04
2020;00282618;2;6171;Činnost místní správy;Všeobecná veřejná správa a služby;Státní moc, státní správa, územní samospráva a politické strany;2324;Přijaté nekapitálové příspěvky a náhrady;Příjmy;Nedaňové příjmy;Příjmy z prodeje nekapitálového majetku a ostatnínedaňové příjmy;Ostatní nedaňové příjmy;1000.00;1000.00;0.00
2020;00282618;2;6310;Obecné příjmy a výdaje z finančních operací;Všeobecná veřejná správa a služby;Finanční operace;2141;Příjmy z úroků (část);Příjmy;Nedaňové příjmy;Příjmy z vlastní činnosti a odvody přebytků organizací s přímým vztahem;Výnosy z finančního majetku;300.00;300.00;220.31
2020;00282618;2;6330;Převody vlastním fondům v rozpočtech územní úrovně;Všeobecná veřejná správa a služby;Finanční operace;4134;Převody z rozpočtových účtů;Příjmy;Přijaté transfery;Neinvestiční přijaté transfery;Neinvestiční převody z vlastních fondů a ve vztahu k útvarům bez plné právní subjektivity;0.00;0.00;590296.00
2020;00282618;2;6330;Převody vlastním fondům v rozpočtech územní úrovně;Všeobecná veřejná správa a služby;Finanční operace;4138;Převody z vlastní pokladny;Příjmy;Přijaté transfery;Neinvestiční přijaté transfery;Neinvestiční převody z vlastních fondů a ve vztahu k útvarům bez plné právní subjektivity;0.00;0.00;2454963.00
2020;00282618;2;6409;Ostatní činnosti jinde nezařazené;Všeobecná veřejná správa a služby;Ostatní činnosti;2329;Ostatní nedaňové příjmy jinde nezařazené;Příjmy;Nedaňové příjmy;Příjmy z prodeje nekapitálového majetku a ostatnínedaňové příjmy;Ostatní nedaňové příjmy;1000.00;1000.00;0.00
2020;00282618;3;5512;Požární ochrana - dobrovolná část;Bezpečnost státu a právní ochrana;Požární ochrana a integrovaný záchranný systém;5222;Neinvestiční transfery spolkům;Výdaje;Běžné výdaje;Neinvestiční transfery soukromoprávním subjektům;Neinvestiční transfery neziskovým a podobným organizacím;49000.00;49000.00;49000.00
2020;00282618;3;5512;Požární ochrana - dobrovolná část;Bezpečnost státu a právní ochrana;Požární ochrana a integrovaný záchranný systém;5492;Dary obyvatelstvu;Výdaje;Běžné výdaje;Neinvestiční transfery obyvatelstvu;Ostatní neinvestiční transfery obyvatelstvu;12000.00;12000.00;0.00
2020;00282618;3;6112;Zastupitelstva obcí;Všeobecná veřejná správa a služby;Státní moc, státní správa, územní samospráva a politické strany;5023;Odměny členů zastupitelstev obcí a krajů;Výdaje;Běžné výdaje;Platy a podobné a související výdaje;Ostatní platby za provedenou práci;1900000.00;1978000.00;1977893.00
2020;00282618;3;6112;Zastupitelstva obcí;Všeobecná veřejná správa a služby;Státní moc, státní správa, územní samospráva a politické strany;5031;Povinné pojistné na sociální zabezpečení a příspěvek na státní politiku zaměstnanosti;Výdaje;Běžné výdaje;Platy a podobné a související výdaje;Povinné pojistné placené zaměstnavatelem;324000.00;336000.00;335923.35
2020;00282618;3;6112;Zastupitelstva obcí;Všeobecná veřejná správa a služby;Státní moc, státní správa, územní samospráva a politické strany;5032;Povinné pojistné na veřejné zdravotní pojištění;Výdaje;Běžné výdaje;Platy a podobné a související výdaje;Povinné pojistné placené zaměstnavatelem;184000.00;184000.00;178652.00
2020;00282618;3;6112;Zastupitelstva obcí;Všeobecná veřejná správa a služby;Státní moc, státní správa, územní samospráva a politické strany;5137;Drobný hmotný dlouhodobý majetek;Výdaje;Běžné výdaje;Neinvestiční nákupy a související výdaje;Nákup materiálu;0.00;25000.00;24284.00
2020;00282618;3;6112;Zastupitelstva obcí;Všeobecná veřejná správa a služby;Státní moc, státní správa, územní samospráva a politické strany;5167;Služby školení a vzdělávání;Výdaje;Běžné výdaje;Neinvestiční nákupy a související výdaje;Nákup služeb;1000.00;1000.00;0.00
2020;00282618;3;6112;Zastupitelstva obcí;Všeobecná veřejná správa a služby;Státní moc, státní správa, územní samospráva a politické strany;5173;Cestovné;Výdaje;Běžné výdaje;Neinvestiční nákupy a související výdaje;Ostatní nákupy;60000.00;60000.00;42793.00
2020;00282618;3;6112;Zastupitelstva obcí;Všeobecná veřejná správa a služby;Státní moc, státní správa, územní samospráva a politické strany;5175;Pohoštění;Výdaje;Běžné výdaje;Neinvestiční nákupy a související výdaje;Ostatní nákupy;1000.00;1000.00;248.00
2020;00282618;3;6112;Zastupitelstva obcí;Všeobecná veřejná správa a služby;Státní moc, státní správa, územní samospráva a politické strany;5179;Ostatní nákupy jinde nezařazené;Výdaje;Běžné výdaje;Neinvestiční nákupy a související výdaje;Ostatní nákupy;5000.00;5000.00;3000.00
2020;00282618;3;6112;Zastupitelstva obcí;Všeobecná veřejná správa a služby;Státní moc, státní správa, územní samospráva a politické strany;5424;Náhrady mezd v době nemoci;Výdaje;Běžné výdaje;Neinvestiční transfery obyvatelstvu;Náhrady placené obyvatelstvu;5000.00;5000.00;0.00
2020;00282618;3;6112;Zastupitelstva obcí;Všeobecná veřejná správa a služby;Státní moc, státní správa, územní samospráva a politické strany;5499;Ostatní neinvestiční transfery obyvatelstvu;Výdaje;Běžné výdaje;Neinvestiční transfery obyvatelstvu;Ostatní neinvestiční transfery obyvatelstvu;20000.00;31000.00;23580.00
2020;00282618;3;6115;Volby do zastupitelstev územních samosprávných celků;Všeobecná veřejná správa a služby;Státní moc, státní správa, územní samospráva a politické strany;5019;Ostatní platy;Výdaje;Běžné výdaje;Platy a podobné a související výdaje;Platy;0.00;1600.00;1525.00
2020;00282618;3;6115;Volby do zastupitelstev územních samosprávných celků;Všeobecná veřejná správa a služby;Státní moc, státní správa, územní samospráva a politické strany;5021;Ostatní osobní výdaje;Výdaje;Běžné výdaje;Platy a podobné a související výdaje;Ostatní platby za provedenou práci;0.00;52900.00;52868.00
2020;00282618;3;6115;Volby do zastupitelstev územních samosprávných celků;Všeobecná veřejná správa a služby;Státní moc, státní správa, územní samospráva a politické strany;5039;Ostatní povinné pojistné placené zaměstnavatelem;Výdaje;Běžné výdaje;Platy a podobné a související výdaje;Povinné pojistné placené zaměstnavatelem;0.00;600.00;517.00
2020;00282618;3;6115;Volby do zastupitelstev územních samosprávných celků;Všeobecná veřejná správa a služby;Státní moc, státní správa, územní samospráva a politické strany;5139;Nákup materiálu jinde nezařazený;Výdaje;Běžné výdaje;Neinvestiční nákupy a související výdaje;Nákup materiálu;0.00;5300.00;4093.36
2020;00282618;3;6115;Volby do zastupitelstev územních samosprávných celků;Všeobecná veřejná správa a služby;Státní moc, státní správa, územní samospráva a politické strany;5161;Poštovní služby;Výdaje;Běžné výdaje;Neinvestiční nákupy a související výdaje;Nákup služeb;0.00;200.00;121.00
2020;00282618;3;6115;Volby do zastupitelstev územních samosprávných celků;Všeobecná veřejná správa a služby;Státní moc, státní správa, územní samospráva a politické strany;5168;Zpracování dat a služby související s informačními a komunikačními technologiemi;Výdaje;Běžné výdaje;Neinvestiční nákupy a související výdaje;Nákup služeb;0.00;3500.00;2679.00
2020;00282618;3;6115;Volby do zastupitelstev územních samosprávných celků;Všeobecná veřejná správa a služby;Státní moc, státní správa, územní samospráva a politické strany;5173;Cestovné;Výdaje;Běžné výdaje;Neinvestiční nákupy a související výdaje;Ostatní nákupy;0.00;900.00;372.00
2020;00282618;3;6115;Volby do zastupitelstev územních samosprávných celků;Všeobecná veřejná správa a služby;Státní moc, státní správa, územní samospráva a politické strany;5175;Pohoštění;Výdaje;Běžné výdaje;Neinvestiční nákupy a související výdaje;Ostatní nákupy;0.00;2500.00;2436.00
2020;00282618;3;6171;Činnost místní správy;Všeobecná veřejná správa a služby;Státní moc, státní správa, územní samospráva a politické strany;5011;Platy zaměstnanců v pracovním poměru vyjma zaměstnanců na služebních místech;Výdaje;Běžné výdaje;Platy a podobné a související výdaje;Platy;4200000.00;4347000.00;4346591.98
2020;00282618;3;6171;Činnost místní správy;Všeobecná veřejná správa a služby;Státní moc, státní správa, územní samospráva a politické strany;5021;Ostatní osobní výdaje;Výdaje;Běžné výdaje;Platy a podobné a související výdaje;Ostatní platby za provedenou práci;180000.00;180000.00;100907.00
2020;00282618;3;6171;Činnost místní správy;Všeobecná veřejná správa a služby;Státní moc, státní správa, územní samospráva a politické strany;5031;Povinné pojistné na sociální zabezpečení a příspěvek na státní politiku zaměstnanosti;Výdaje;Běžné výdaje;Platy a podobné a související výdaje;Povinné pojistné placené zaměstnavatelem;1100000.00;1100000.00;1083385.92
2020;00282618;3;6171;Činnost místní správy;Všeobecná veřejná správa a služby;Státní moc, státní správa, územní samospráva a politické strany;5032;Povinné pojistné na veřejné zdravotní pojištění;Výdaje;Běžné výdaje;Platy a podobné a související výdaje;Povinné pojistné placené zaměstnavatelem;400000.00;400000.00;393166.00
2020;00282618;3;6171;Činnost místní správy;Všeobecná veřejná správa a služby;Státní moc, státní správa, územní samospráva a politické strany;5038;Povinné pojistné na úrazové pojištění;Výdaje;Běžné výdaje;Platy a podobné a související výdaje;Povinné pojistné placené zaměstnavatelem;40000.00;40000.00;34454.00
2020;00282618;3;6171;Činnost místní správy;Všeobecná veřejná správa a služby;Státní moc, státní správa, územní samospráva a politické strany;5131;Potraviny;Výdaje;Běžné výdaje;Neinvestiční nákupy a související výdaje;Nákup materiálu;15000.00;15000.00;12215.00
2020;00282618;3;6171;Činnost místní správy;Všeobecná veřejná správa a služby;Státní moc, státní správa, územní samospráva a politické strany;5133;Léky a zdravotnický materiál;Výdaje;Běžné výdaje;Neinvestiční nákupy a související výdaje;Nákup materiálu;5000.00;5000.00;0.00
2020;00282618;3;6171;Činnost místní správy;Všeobecná veřejná správa a služby;Státní moc, státní správa, územní samospráva a politické strany;5134;Prádlo, oděv a obuv;Výdaje;Běžné výdaje;Neinvestiční nákupy a související výdaje;Nákup materiálu;5000.00;5000.00;1545.00
2020;00282618;3;6171;Činnost místní správy;Všeobecná veřejná správa a služby;Státní moc, státní správa, územní samospráva a politické strany;5136;Knihy, učební pomůcky a tisk;Výdaje;Běžné výdaje;Neinvestiční nákupy a související výdaje;Nákup materiálu;8000.00;8000.00;5298.00
2020;00282618;3;6171;Činnost místní správy;Všeobecná veřejná správa a služby;Státní moc, státní správa, územní samospráva a politické strany;5137;Drobný hmotný dlouhodobý majetek;Výdaje;Běžné výdaje;Neinvestiční nákupy a související výdaje;Nákup materiálu;100000.00;152000.00;116147.80
2020;00282618;3;6171;Činnost místní správy;Všeobecná veřejná správa a služby;Státní moc, státní správa, územní samospráva a politické strany;5138;Nákup zboží (za účelem dalšího prodeje);Výdaje;Běžné výdaje;Neinvestiční nákupy a související výdaje;Nákup materiálu;35000.00;35000.00;13000.00
2020;00282618;3;6171;Činnost místní správy;Všeobecná veřejná správa a služby;Státní moc, státní správa, územní samospráva a politické strany;5139;Nákup materiálu jinde nezařazený;Výdaje;Běžné výdaje;Neinvestiční nákupy a související výdaje;Nákup materiálu;300000.00;573000.00;569761.46
2020;00282618;3;6171;Činnost místní správy;Všeobecná veřejná správa a služby;Státní moc, státní správa, územní samospráva a politické strany;5151;Studená voda;Výdaje;Běžné výdaje;Neinvestiční nákupy a související výdaje;Nákup vody, paliv a energie;20000.00;30000.00;28835.00
2020;00282618;3;6171;Činnost místní správy;Všeobecná veřejná správa a služby;Státní moc, státní správa, územní samospráva a politické strany;5153;Plyn;Výdaje;Běžné výdaje;Neinvestiční nákupy a související výdaje;Nákup vody, paliv a energie;250000.00;250000.00;75717.23
2020;00282618;3;6171;Činnost místní správy;Všeobecná veřejná správa a služby;Státní moc, státní správa, územní samospráva a politické strany;5154;Elektrická energie;Výdaje;Běžné výdaje;Neinvestiční nákupy a související výdaje;Nákup vody, paliv a energie;100000.00;160000.00;155071.00
2020;00282618;3;6171;Činnost místní správy;Všeobecná veřejná správa a služby;Státní moc, státní správa, územní samospráva a politické strany;5161;Poštovní služby;Výdaje;Běžné výdaje;Neinvestiční nákupy a související výdaje;Nákup služeb;270000.00;270000.00;259528.00
2020;00282618;3;6171;Činnost místní správy;Všeobecná veřejná správa a služby;Státní moc, státní správa, územní samospráva a politické strany;5162;Služby elektronických komunikací;Výdaje;Běžné výdaje;Neinvestiční nákupy a související výdaje;Nákup služeb;85000.00;90000.00;89931.74
2020;00282618;3;6171;Činnost místní správy;Všeobecná veřejná správa a služby;Státní moc, státní správa, územní samospráva a politické strany;5164;Nájemné;Výdaje;Běžné výdaje;Neinvestiční nákupy a související výdaje;Nákup služeb;2000.00;2000.00;0.00
2020;00282618;3;6171;Činnost místní správy;Všeobecná veřejná správa a služby;Státní moc, státní správa, územní samospráva a politické strany;5166;Konzultační, poradenské a právní služby;Výdaje;Běžné výdaje;Neinvestiční nákupy a související výdaje;Nákup služeb;250000.00;290000.00;256283.00
2020;00282618;3;6171;Činnost místní správy;Všeobecná veřejná správa a služby;Státní moc, státní správa, územní samospráva a politické strany;5167;Služby školení a vzdělávání;Výdaje;Běžné výdaje;Neinvestiční nákupy a související výdaje;Nákup služeb;35000.00;35000.00;7700.00
2020;00282618;3;6171;Činnost místní správy;Všeobecná veřejná správa a služby;Státní moc, státní správa, územní samospráva a politické strany;5168;Zpracování dat a služby související s informačními a komunikačními technologiemi;Výdaje;Běžné výdaje;Neinvestiční nákupy a související výdaje;Nákup služeb;400000.00;400000.00;393418.74
2020;00282618;3;6171;Činnost místní správy;Všeobecná veřejná správa a služby;Státní moc, státní správa, územní samospráva a politické strany;5169;Nákup ostatních služeb;Výdaje;Běžné výdaje;Neinvestiční nákupy a související výdaje;Nákup služeb;680000.00;815000.00;772128.37
2020;00282618;3;6171;Činnost místní správy;Všeobecná veřejná správa a služby;Státní moc, státní správa, územní samospráva a politické strany;5171;Opravy a udržování;Výdaje;Běžné výdaje;Neinvestiční nákupy a související výdaje;Ostatní nákupy;673000.00;514000.00;42186.13
2020;00282618;3;6171;Činnost místní správy;Všeobecná veřejná správa a služby;Státní moc, státní správa, územní samospráva a politické strany;5172;Programové vybavení;Výdaje;Běžné výdaje;Neinvestiční nákupy a související výdaje;Ostatní nákupy;10000.00;10000.00;5445.00
2020;00282618;3;6171;Činnost místní správy;Všeobecná veřejná správa a služby;Státní moc, státní správa, územní samospráva a politické strany;5173;Cestovné;Výdaje;Běžné výdaje;Neinvestiční nákupy a související výdaje;Ostatní nákupy;30000.00;30000.00;17786.00
2020;00282618;3;6171;Činnost místní správy;Všeobecná veřejná správa a služby;Státní moc, státní správa, územní samospráva a politické strany;5175;Pohoštění;Výdaje;Běžné výdaje;Neinvestiční nákupy a související výdaje;Ostatní nákupy;15000.00;15000.00;12320.00
2020;00282618;3;6171;Činnost místní správy;Všeobecná veřejná správa a služby;Státní moc, státní správa, územní samospráva a politické strany;5179;Ostatní nákupy jinde nezařazené;Výdaje;Běžné výdaje;Neinvestiční nákupy a související výdaje;Ostatní nákupy;5000.00;5000.00;4218.02
2020;00282618;3;6171;Činnost místní správy;Všeobecná veřejná správa a služby;Státní moc, státní správa, územní samospráva a politické strany;5192;Poskytnuté náhrady;Výdaje;Běžné výdaje;Neinvestiční nákupy a související výdaje;Výdaje související s neinvestičními nákupy, příspěvky, náhrady a věcné dary;5000.00;5000.00;3772.00
2020;00282618;3;6171;Činnost místní správy;Všeobecná veřejná správa a služby;Státní moc, státní správa, územní samospráva a politické strany;5194;Věcné dary;Výdaje;Běžné výdaje;Neinvestiční nákupy a související výdaje;Výdaje související s neinvestičními nákupy, příspěvky, náhrady a věcné dary;20000.00;20000.00;15559.94
2020;00282618;3;6171;Činnost místní správy;Všeobecná veřejná správa a služby;Státní moc, státní správa, územní samospráva a politické strany;5229;Ostatní neinvestiční transfery neziskovým a podobným organizacím;Výdaje;Běžné výdaje;Neinvestiční transfery soukromoprávním subjektům;Neinvestiční transfery neziskovým a podobným organizacím;50000.00;50000.00;41693.44
2020;00282618;3;6171;Činnost místní správy;Všeobecná veřejná správa a služby;Státní moc, státní správa, územní samospráva a politické strany;5321;Neinvestiční transfery obcím;Výdaje;Běžné výdaje;Neinvestiční transfery veřejnoprávním subjektům a mezi peněžními fondy téhož subjektu a platby daní;Neinvestiční transfery veřejným rozpočtům územní úrovně;20000.00;20000.00;10500.00
2020;00282618;3;6171;Činnost místní správy;Všeobecná veřejná správa a služby;Státní moc, státní správa, územní samospráva a politické strany;5365;Platby daní a poplatků krajům, obcím a státním fondům;Výdaje;Běžné výdaje;Neinvestiční transfery veřejnoprávním subjektům a mezi peněžními fondy téhož subjektu a platby daní;Ostatní neinvestiční transfery jiným veřejným rozpočtům, platby daní a další povinné platby;2000.00;2000.00;0.00
2020;00282618;3;6171;Činnost místní správy;Všeobecná veřejná správa a služby;Státní moc, státní správa, územní samospráva a politické strany;5424;Náhrady mezd v době nemoci;Výdaje;Běžné výdaje;Neinvestiční transfery obyvatelstvu;Náhrady placené obyvatelstvu;20000.00;40000.00;31258.00
2020;00282618;3;6171;Činnost místní správy;Všeobecná veřejná správa a služby;Státní moc, státní správa, územní samospráva a politické strany;5499;Ostatní neinvestiční transfery obyvatelstvu;Výdaje;Běžné výdaje;Neinvestiční transfery obyvatelstvu;Ostatní neinvestiční transfery obyvatelstvu;220000.00;220000.00;186036.00
2020;00282618;3;6171;Činnost místní správy;Všeobecná veřejná správa a služby;Státní moc, státní správa, územní samospráva a politické strany;6111;Programové vybavení;Výdaje;Kapitálové výdaje;Investiční nákupy a související výdaje;Pořízení dlouhodobého nehmotného majetku;0.00;6000.00;0.00
2020;00282618;3;6171;Činnost místní správy;Všeobecná veřejná správa a služby;Státní moc, státní správa, územní samospráva a politické strany;6121;Budovy, haly a stavby;Výdaje;Kapitálové výdaje;Investiční nákupy a související výdaje;Pořízení dlouhodobého hmotného majetku;300000.00;2700000.00;1766003.47
2020;00282618;3;6171;Činnost místní správy;Všeobecná veřejná správa a služby;Státní moc, státní správa, územní samospráva a politické strany;6122;Stroje, přístroje a zařízení;Výdaje;Kapitálové výdaje;Investiční nákupy a související výdaje;Pořízení dlouhodobého hmotného majetku;0.00;110000.00;101156.00
2020;00282618;3;6171;Činnost místní správy;Všeobecná veřejná správa a služby;Státní moc, státní správa, územní samospráva a politické strany;6901;Rezervy kapitálových výdajů;Výdaje;Kapitálové výdaje;Ostatní kapitálové výdaje;Ostatní kapitálové výdaje;500000.00;500000.00;0.00
2020;00282618;3;6223;Mezinárodní spolupráce (jinde nezařazená);Všeobecná veřejná správa a služby;Jiné veřejné služby a činnosti;5021;Ostatní osobní výdaje;Výdaje;Běžné výdaje;Platy a podobné a související výdaje;Ostatní platby za provedenou práci;3000.00;3000.00;0.00
2020;00282618;3;6223;Mezinárodní spolupráce (jinde nezařazená);Všeobecná veřejná správa a služby;Jiné veřejné služby a činnosti;5139;Nákup materiálu jinde nezařazený;Výdaje;Běžné výdaje;Neinvestiční nákupy a související výdaje;Nákup materiálu;3000.00;2000.00;20.00
2020;00282618;3;6223;Mezinárodní spolupráce (jinde nezařazená);Všeobecná veřejná správa a služby;Jiné veřejné služby a činnosti;5161;Poštovní služby;Výdaje;Běžné výdaje;Neinvestiční nákupy a související výdaje;Nákup služeb;0.00;1000.00;704.00
2020;00282618;3;6223;Mezinárodní spolupráce (jinde nezařazená);Všeobecná veřejná správa a služby;Jiné veřejné služby a činnosti;5163;Služby peněžních ústavů;Výdaje;Běžné výdaje;Neinvestiční nákupy a související výdaje;Nákup služeb;3000.00;3000.00;0.00
2020;00282618;3;6223;Mezinárodní spolupráce (jinde nezařazená);Všeobecná veřejná správa a služby;Jiné veřejné služby a činnosti;5169;Nákup ostatních služeb;Výdaje;Běžné výdaje;Neinvestiční nákupy a související výdaje;Nákup služeb;20000.00;20000.00;0.00
2020;00282618;3;6223;Mezinárodní spolupráce (jinde nezařazená);Všeobecná veřejná správa a služby;Jiné veřejné služby a činnosti;5173;Cestovné;Výdaje;Běžné výdaje;Neinvestiční nákupy a související výdaje;Ostatní nákupy;60000.00;60000.00;0.00
2020;00282618;3;6223;Mezinárodní spolupráce (jinde nezařazená);Všeobecná veřejná správa a služby;Jiné veřejné služby a činnosti;5175;Pohoštění;Výdaje;Běžné výdaje;Neinvestiční nákupy a související výdaje;Ostatní nákupy;11000.00;11000.00;0.00
2020;00282618;3;6223;Mezinárodní spolupráce (jinde nezařazená);Všeobecná veřejná správa a služby;Jiné veřejné služby a činnosti;5194;Věcné dary;Výdaje;Běžné výdaje;Neinvestiční nákupy a související výdaje;Výdaje související s neinvestičními nákupy, příspěvky, náhrady a věcné dary;20000.00;20000.00;4800.00
2020;00282618;3;6310;Obecné příjmy a výdaje z finančních operací;Všeobecná veřejná správa a služby;Finanční operace;5163;Služby peněžních ústavů;Výdaje;Běžné výdaje;Neinvestiční nákupy a související výdaje;Nákup služeb;25000.00;29000.00;28948.60
2020;00282618;3;6320;Pojištění funkčně nespecifikované;Všeobecná veřejná správa a služby;Finanční operace;5163;Služby peněžních ústavů;Výdaje;Běžné výdaje;Neinvestiční nákupy a související výdaje;Nákup služeb;100000.00;100000.00;98069.00
2020;00282618;3;6330;Převody vlastním fondům v rozpočtech územní úrovně;Všeobecná veřejná správa a služby;Finanční operace;5342;Základní příděl fondu kulturních a sociálních potřeb a sociálnímu fondu obcí a krajů;Výdaje;Běžné výdaje;Neinvestiční transfery veřejnoprávním subjektům a mezi peněžními fondy téhož subjektu a platby daní;Neinvestiční převody vlastním fondům a ve vztahu k útvarům bez plné právní subjektivity;0.00;0.00;590296.00
2020;00282618;3;6330;Převody vlastním fondům v rozpočtech územní úrovně;Všeobecná veřejná správa a služby;Finanční operace;5345;Převody vlastním rozpočtovým účtům;Výdaje;Běžné výdaje;Neinvestiční transfery veřejnoprávním subjektům a mezi peněžními fondy téhož subjektu a platby daní;Neinvestiční převody vlastním fondům a ve vztahu k útvarům bez plné právní subjektivity;0.00;0.00;2454963.00
2020;00282618;3;6399;Ostatní finanční operace;Všeobecná veřejná správa a služby;Finanční operace;5362;Platby daní a poplatků státnímu rozpočtu;Výdaje;Běžné výdaje;Neinvestiční transfery veřejnoprávním subjektům a mezi peněžními fondy téhož subjektu a platby daní;Ostatní neinvestiční transfery jiným veřejným rozpočtům, platby daní a další povinné platby;55000.00;55000.00;33470.00
2020;00282618;3;6399;Ostatní finanční operace;Všeobecná veřejná správa a služby;Finanční operace;5365;Platby daní a poplatků krajům, obcím a státním fondům;Výdaje;Běžné výdaje;Neinvestiční transfery veřejnoprávním subjektům a mezi peněžními fondy téhož subjektu a platby daní;Ostatní neinvestiční transfery jiným veřejným rozpočtům, platby daní a další povinné platby;545000.00;545000.00;507300.00
2020;00282618;3;6399;Ostatní finanční operace;Všeobecná veřejná správa a služby;Finanční operace;5904;Převody domněle neoprávněně použitých dotací zpět poskytovateli;Výdaje;Běžné výdaje;Ostatní neinvestiční výdaje;Ostatní neinvestiční výdaje;0.00;1000.00;980.00
2020;00282618;3;6402;Finanční vypořádání minulých let;Všeobecná veřejná správa a služby;Ostatní činnosti;5364;Vratky transferů poskytnutých z veřejných rozpočtů;Výdaje;Běžné výdaje;Neinvestiční transfery veřejnoprávním subjektům a mezi peněžními fondy téhož subjektu a platby daní;Ostatní neinvestiční transfery jiným veřejným rozpočtům, platby daní a další povinné platby;0.00;2800.00;2782.40
2020;00282618;3;6402;Finanční vypořádání minulých let;Všeobecná veřejná správa a služby;Ostatní činnosti;5366;Výdaje z finančního vypořádání minulých let mezi krajem a obcemi;Výdaje;Běžné výdaje;Neinvestiční transfery veřejnoprávním subjektům a mezi peněžními fondy téhož subjektu a platby daní;Ostatní neinvestiční transfery jiným veřejným rozpočtům, platby daní a další povinné platby;0.00;20500.00;20372.10
2020;00282618;3;6409;Ostatní činnosti jinde nezařazené;Všeobecná veřejná správa a služby;Ostatní činnosti;5222;Neinvestiční transfery spolkům;Výdaje;Běžné výdaje;Neinvestiční transfery soukromoprávním subjektům;Neinvestiční transfery neziskovým a podobným organizacím;20000.00;20000.00;20000.00
2020;00282618;3;2122;Sběr a zpracování druhotných surovin;Průmyslová a ostatní odvětví hospodářství;Průmysl, stavebnictví, obchod a služby;5169;Nákup ostatních služeb;Výdaje;Běžné výdaje;Neinvestiční nákupy a související výdaje;Nákup služeb;50000.00;50000.00;0.00
2020;00282618;3;2212;Silnice;Průmyslová a ostatní odvětví hospodářství;Doprava;5137;Drobný hmotný dlouhodobý majetek;Výdaje;Běžné výdaje;Neinvestiční nákupy a související výdaje;Nákup materiálu;20000.00;20000.00;0.00
2020;00282618;3;2212;Silnice;Průmyslová a ostatní odvětví hospodářství;Doprava;5139;Nákup materiálu jinde nezařazený;Výdaje;Běžné výdaje;Neinvestiční nákupy a související výdaje;Nákup materiálu;60000.00;60000.00;33532.86
2020;00282618;3;2212;Silnice;Průmyslová a ostatní odvětví hospodářství;Doprava;5169;Nákup ostatních služeb;Výdaje;Běžné výdaje;Neinvestiční nákupy a související výdaje;Nákup služeb;40000.00;40000.00;9368.05
2020;00282618;3;2212;Silnice;Průmyslová a ostatní odvětví hospodářství;Doprava;5171;Opravy a udržování;Výdaje;Běžné výdaje;Neinvestiční nákupy a související výdaje;Ostatní nákupy;30000.00;30000.00;8336.90
2020;00282618;3;2212;Silnice;Průmyslová a ostatní odvětví hospodářství;Doprava;6121;Budovy, haly a stavby;Výdaje;Kapitálové výdaje;Investiční nákupy a související výdaje;Pořízení dlouhodobého hmotného majetku;8450000.00;2750000.00;265500.00
2020;00282618;3;2219;Ostatní záležitosti pozemních komunikací;Průmyslová a ostatní odvětví hospodářství;Doprava;5139;Nákup materiálu jinde nezařazený;Výdaje;Běžné výdaje;Neinvestiční nákupy a související výdaje;Nákup materiálu;5000.00;5000.00;2904.00
