rok;ico;ci_type;paragraf;paragraf_nazev;par_skupina;par_oddil;polozka;polozka_nazev;druh;trida;seskupeni;podseskupeni;schvaleny_rozpocet;upraveny_rozpocet;skutecnost
2013;00282618;2;0000;Pro příjmy (technický záznam);Příjmy;Příjmy;1111;Daň z příjmů fyzických osob ze závislé činnosti a funkčních požitků;Příjmy;Daňové příjmy;Daně z příjmů, zisku a kapitálových výnosů;Daně z příjmů fyzických osob;4500000.00;5800000.00;5777352.62
2013;00282618;2;0000;Pro příjmy (technický záznam);Příjmy;Příjmy;1112;Daň z příjmů fyzických osob ze samostatné výdělečné činnosti;Příjmy;Daňové příjmy;Daně z příjmů, zisku a kapitálových výnosů;Daně z příjmů fyzických osob;500000.00;580000.00;578672.15
2013;00282618;2;0000;Pro příjmy (technický záznam);Příjmy;Příjmy;1113;Daň z příjmů fyzických osob z kapitálových výnosů;Příjmy;Daňové příjmy;Daně z příjmů, zisku a kapitálových výnosů;Daně z příjmů fyzických osob;500000.00;600000.00;583046.61
2013;00282618;2;0000;Pro příjmy (technický záznam);Příjmy;Příjmy;1121;Daň z příjmů právnických osob;Příjmy;Daňové příjmy;Daně z příjmů, zisku a kapitálových výnosů;Daně z příjmů právnických osob;5500000.00;5620000.00;5612367.30
2013;00282618;2;0000;Pro příjmy (technický záznam);Příjmy;Příjmy;1122;Daň z příjmů právnických osob za obce;Příjmy;Daňové příjmy;Daně z příjmů, zisku a kapitálových výnosů;Daně z příjmů právnických osob;600000.00;600000.00;467780.00
2013;00282618;2;0000;Pro příjmy (technický záznam);Příjmy;Příjmy;1211;Daň z přidané hodnoty;Příjmy;Daňové příjmy;Daně ze zboží a služeb v tuzemsku;Obecné daně ze zboží a služeb v tuzemsku;7500000.00;12180000.00;12170735.75
2013;00282618;2;0000;Pro příjmy (technický záznam);Příjmy;Příjmy;1332;Poplatky za znečišťování ovzduší;Příjmy;Daňové příjmy;Daně a poplatky z vybraných činností a služeb;Poplatky a odvody v oblasti životního prostředí;5000.00;5000.00;0.00
2013;00282618;2;0000;Pro příjmy (technický záznam);Příjmy;Příjmy;1334;Odvody za odnětí půdy ze zemědělského půdního fondu;Příjmy;Daňové příjmy;Daně a poplatky z vybraných činností a služeb;Poplatky a odvody v oblasti životního prostředí;0.00;101000.00;96021.00
2013;00282618;2;0000;Pro příjmy (technický záznam);Příjmy;Příjmy;1340;Poplatek za provoz systému shromažďování, sběru, přepravy, třídění, využívání a odstraňování komunálních odpadů;Příjmy;Daňové příjmy;Daně a poplatky z vybraných činností a služeb;Místní poplatky z vybraných činností a služeb;1000000.00;1000000.00;995890.00
2013;00282618;2;0000;Pro příjmy (technický záznam);Příjmy;Příjmy;1341;Poplatek ze psů;Příjmy;Daňové příjmy;Daně a poplatky z vybraných činností a služeb;Místní poplatky z vybraných činností a služeb;70000.00;70000.00;52885.00
2013;00282618;2;0000;Pro příjmy (technický záznam);Příjmy;Příjmy;1343;Poplatek za užívání veřejného prostranství;Příjmy;Daňové příjmy;Daně a poplatky z vybraných činností a služeb;Místní poplatky z vybraných činností a služeb;20000.00;20000.00;19300.00
2013;00282618;2;0000;Pro příjmy (technický záznam);Příjmy;Příjmy;1347;Poplatek za provozovaný výherní hrací přístroj;Příjmy;Daňové příjmy;Daně a poplatky z vybraných činností a služeb;Místní poplatky z vybraných činností a služeb;20000.00;20000.00;0.00
2013;00282618;2;0000;Pro příjmy (technický záznam);Příjmy;Příjmy;1351;Odvod z loterií a podobných her kromě z výherních hracích přístrojů;Příjmy;Daňové příjmy;Daně a poplatky z vybraných činností a služeb;Ostatní odvody z vybraných činností a služeb;100000.00;130000.00;122890.12
2013;00282618;2;0000;Pro příjmy (technický záznam);Příjmy;Příjmy;1355;Odvod z výherních hracích přístrojů;Příjmy;Daňové příjmy;Daně a poplatky z vybraných činností a služeb;Ostatní odvody z vybraných činností a služeb;100000.00;250000.00;249734.24
2013;00282618;2;0000;Pro příjmy (technický záznam);Příjmy;Příjmy;1361;Správní poplatky;Příjmy;Daňové příjmy;Daně a poplatky z vybraných činností a služeb;Správní poplatky;400000.00;1180000.00;1174134.00
2013;00282618;2;0000;Pro příjmy (technický záznam);Příjmy;Příjmy;1511;Daň z nemovitosti;Příjmy;Daňové příjmy;Majetkové daně;Daně z majetku;2500000.00;2500000.00;1687615.19
2013;00282618;2;0000;Pro příjmy (technický záznam);Příjmy;Příjmy;2460;Splátky půjčených prostředků od obyvatelstva;Příjmy;Nedaňové příjmy;Přijaté splátky půjčených prostředků;Splátky půjčených prostředků od obyvatelstva;205000.00;225000.00;99484.00
2013;00282618;2;0000;Pro příjmy (technický záznam);Příjmy;Příjmy;4111;Neinvestiční přijaté transfery z všeobecné pokladní správy státního rozpočtu;Příjmy;Přijaté transfery;Neinvestiční přijaté transfery;Neinvestiční přijaté transfery od veřejných rozpočtů ústřední úrovně;0.00;106800.00;106800.00
2013;00282618;2;0000;Pro příjmy (technický záznam);Příjmy;Příjmy;4112;Neinvestiční přijaté transfery ze státního rozpočtu v rámci souhrnného dotačního vztahu;Příjmy;Přijaté transfery;Neinvestiční přijaté transfery;Neinvestiční přijaté transfery od veřejných rozpočtů ústřední úrovně;3054700.00;3054700.00;3054700.00
2013;00282618;2;0000;Pro příjmy (technický záznam);Příjmy;Příjmy;4116;Ostatní neinvestiční přijaté transfery ze státního rozpočtu;Příjmy;Přijaté transfery;Neinvestiční přijaté transfery;Neinvestiční přijaté transfery od veřejných rozpočtů ústřední úrovně;0.00;544000.00;481154.00
2013;00282618;2;0000;Pro příjmy (technický záznam);Příjmy;Příjmy;4121;Neinvestiční přijaté transfery od obcí;Příjmy;Přijaté transfery;Neinvestiční přijaté transfery;Neinvestiční přijaté transfery od veřejných rozpočtů územní úrovně;95000.00;165000.00;162300.00
2013;00282618;2;0000;Pro příjmy (technický záznam);Příjmy;Příjmy;4134;Převody z rozpočtových účtů;Příjmy;Přijaté transfery;Neinvestiční přijaté transfery;Převody z vlastních fondů;0.00;0.00;230790.00
2013;00282618;2;0000;Pro příjmy (technický záznam);Příjmy;Příjmy;4213;Investiční přijaté transfery ze státních fondů;Příjmy;Přijaté transfery;Investiční přijaté transfery;Investiční přijaté transfery od veřejných rozpočtů ústřední úrovně;0.00;57300.00;57297.11
2013;00282618;2;0000;Pro příjmy (technický záznam);Příjmy;Příjmy;4216;Ostatní investiční přijaté transfery ze státního rozpočtu;Příjmy;Přijaté transfery;Investiční přijaté transfery;Investiční přijaté transfery od veřejných rozpočtů ústřední úrovně;0.00;10975000.00;10884622.94
2013;00282618;2;0000;Pro příjmy (technický záznam);Příjmy;Příjmy;4222;Investiční přijaté transfery od krajů;Příjmy;Přijaté transfery;Investiční přijaté transfery;Investiční přijaté transfery od veřejných rozpočtů územní úrovně;0.00;2000000.00;2000000.00
2013;00282618;2;1012;Podnikání a restrukturalizace v zemědělství a potravinářství;Zemědělství, lesní hospodářství a rybářství;Zemědělství, lesní hospodářství a rybářství;2131;Příjmy z pronájmu pozemků;Příjmy;Nedaňové příjmy;Příjmy z vlastní činnosti a odvody přebytků organizací s přímým vztahem;Příjmy z pronájmu majetku;15600.00;18600.00;17466.00
2013;00282618;2;1012;Podnikání a restrukturalizace v zemědělství a potravinářství;Zemědělství, lesní hospodářství a rybářství;Zemědělství, lesní hospodářství a rybářství;3111;Příjmy z prodeje pozemků;Příjmy;Kapitálové příjmy;Příjmy z prodeje dlouhodobého majetku a ostatní kapitálové příjmy;Příjmy z prodeje dlouhodobého majetku (kromě drobného);50000.00;50000.00;0.00
2013;00282618;2;1039;Ostatní záležitosti lesního hospodářství;Zemědělství, lesní hospodářství a rybářství;Zemědělství, lesní hospodářství a rybářství;2111;Příjmy z poskytování služeb a výrobků;Příjmy;Nedaňové příjmy;Příjmy z vlastní činnosti a odvody přebytků organizací s přímým vztahem;Příjmy z vlastní činnosti;0.00;30000.00;26110.00
2013;00282618;2;2169;Ostatní správa v průmyslu, stavebnictví, obchodu a službách;Průmyslová a ostatní odvětví hospodářství;Průmysl, stavebnictví, obchod a služby;2212;Sankční platby přijaté od jiných subjektů;Příjmy;Nedaňové příjmy;Přijaté sankční platby a vratky transferů;Přijaté sankční platby;0.00;50000.00;17000.00
2013;00282618;2;2219;Ostatní záležitosti pozemních komunikací;Průmyslová a ostatní odvětví hospodářství;Doprava;2324;Přijaté nekapitálové příspěvky a náhrady;Příjmy;Nedaňové příjmy;Příjmy z prodeje nekapitálového majetku a ostatnínedaňové příjmy;Ostatní nedaňové příjmy;0.00;3500.00;3300.00
2013;00282618;2;3119;Ostatní záležitosti předškolní výchovy a základního vzdělávání;Služby pro obyvatelstvo;Vzdělávání a školské služby;2111;Příjmy z poskytování služeb a výrobků;Příjmy;Nedaňové příjmy;Příjmy z vlastní činnosti a odvody přebytků organizací s přímým vztahem;Příjmy z vlastní činnosti;0.00;5000.00;0.00
2013;00282618;2;3119;Ostatní záležitosti předškolní výchovy a základního vzdělávání;Služby pro obyvatelstvo;Vzdělávání a školské služby;2132;Příjmy z pronájmu ostatních nemovitostí a jejich částí;Příjmy;Nedaňové příjmy;Příjmy z vlastní činnosti a odvody přebytků organizací s přímým vztahem;Příjmy z pronájmu majetku;250000.00;250000.00;219579.00
2013;00282618;2;3314;Činnosti knihovnické;Služby pro obyvatelstvo;Kultura, církve a sdělovací prostředky;2111;Příjmy z poskytování služeb a výrobků;Příjmy;Nedaňové příjmy;Příjmy z vlastní činnosti a odvody přebytků organizací s přímým vztahem;Příjmy z vlastní činnosti;19000.00;19000.00;12890.00
2013;00282618;2;3319;Ostatní záležitosti kultury;Služby pro obyvatelstvo;Kultura, církve a sdělovací prostředky;2111;Příjmy z poskytování služeb a výrobků;Příjmy;Nedaňové příjmy;Příjmy z vlastní činnosti a odvody přebytků organizací s přímým vztahem;Příjmy z vlastní činnosti;2000.00;2000.00;0.00
2013;00282618;2;3341;Rozhlas a televize;Služby pro obyvatelstvo;Kultura, církve a sdělovací prostředky;2111;Příjmy z poskytování služeb a výrobků;Příjmy;Nedaňové příjmy;Příjmy z vlastní činnosti a odvody přebytků organizací s přímým vztahem;Příjmy z vlastní činnosti;6000.00;6000.00;5338.40
2013;00282618;2;3349;Ostatní záležitosti sdělovacích prostředků;Služby pro obyvatelstvo;Kultura, církve a sdělovací prostředky;2111;Příjmy z poskytování služeb a výrobků;Příjmy;Nedaňové příjmy;Příjmy z vlastní činnosti a odvody přebytků organizací s přímým vztahem;Příjmy z vlastní činnosti;20000.00;30000.00;29061.91
2013;00282618;2;3412;Sportovní zařízení v majetku obcí;Služby pro obyvatelstvo;Tělovýchova a zájmová činnost;2132;Příjmy z pronájmu ostatních nemovitostí a jejich částí;Příjmy;Nedaňové příjmy;Příjmy z vlastní činnosti a odvody přebytků organizací s přímým vztahem;Příjmy z pronájmu majetku;1000.00;1000.00;0.00
2013;00282618;2;3611;Podpora individuální bytové výstavby;Služby pro obyvatelstvo;Bydlení, komunální služby a územní rozvoj;2141;Příjmy z úroků (část);Příjmy;Nedaňové příjmy;Příjmy z vlastní činnosti a odvody přebytků organizací s přímým vztahem;Výnosy z finančního majetku;40000.00;40000.00;14925.00
2013;00282618;2;3613;Nebytové hospodářství;Služby pro obyvatelstvo;Bydlení, komunální služby a územní rozvoj;2111;Příjmy z poskytování služeb a výrobků;Příjmy;Nedaňové příjmy;Příjmy z vlastní činnosti a odvody přebytků organizací s přímým vztahem;Příjmy z vlastní činnosti;0.00;260000.00;252820.00
2013;00282618;2;3613;Nebytové hospodářství;Služby pro obyvatelstvo;Bydlení, komunální služby a územní rozvoj;2132;Příjmy z pronájmu ostatních nemovitostí a jejich částí;Příjmy;Nedaňové příjmy;Příjmy z vlastní činnosti a odvody přebytků organizací s přímým vztahem;Příjmy z pronájmu majetku;800000.00;600000.00;549856.00
2013;00282618;2;3613;Nebytové hospodářství;Služby pro obyvatelstvo;Bydlení, komunální služby a územní rozvoj;2324;Přijaté nekapitálové příspěvky a náhrady;Příjmy;Nedaňové příjmy;Příjmy z prodeje nekapitálového majetku a ostatnínedaňové příjmy;Ostatní nedaňové příjmy;0.00;252000.00;248519.82
2013;00282618;2;3631;Veřejné osvětlení;Služby pro obyvatelstvo;Bydlení, komunální služby a územní rozvoj;2139;Ostatní příjmy z pronájmu majetku;Příjmy;Nedaňové příjmy;Příjmy z vlastní činnosti a odvody přebytků organizací s přímým vztahem;Příjmy z pronájmu majetku;7000.00;7000.00;3060.00
2013;00282618;2;3632;Pohřebnictví;Služby pro obyvatelstvo;Bydlení, komunální služby a územní rozvoj;2111;Příjmy z poskytování služeb a výrobků;Příjmy;Nedaňové příjmy;Příjmy z vlastní činnosti a odvody přebytků organizací s přímým vztahem;Příjmy z vlastní činnosti;0.00;40000.00;27900.00
2013;00282618;2;3632;Pohřebnictví;Služby pro obyvatelstvo;Bydlení, komunální služby a územní rozvoj;2132;Příjmy z pronájmu ostatních nemovitostí a jejich částí;Příjmy;Nedaňové příjmy;Příjmy z vlastní činnosti a odvody přebytků organizací s přímým vztahem;Příjmy z pronájmu majetku;30000.00;30000.00;27000.00
2013;00282618;2;3632;Pohřebnictví;Služby pro obyvatelstvo;Bydlení, komunální služby a územní rozvoj;2139;Ostatní příjmy z pronájmu majetku;Příjmy;Nedaňové příjmy;Příjmy z vlastní činnosti a odvody přebytků organizací s přímým vztahem;Příjmy z pronájmu majetku;35000.00;38000.00;37215.00
2013;00282618;2;3639;Komunální služby a územní rozvoj jinde nezařazené;Služby pro obyvatelstvo;Bydlení, komunální služby a územní rozvoj;2111;Příjmy z poskytování služeb a výrobků;Příjmy;Nedaňové příjmy;Příjmy z vlastní činnosti a odvody přebytků organizací s přímým vztahem;Příjmy z vlastní činnosti;30000.00;30000.00;0.00
2013;00282618;2;3639;Komunální služby a územní rozvoj jinde nezařazené;Služby pro obyvatelstvo;Bydlení, komunální služby a územní rozvoj;2119;Ostatní příjmy z vlastní činnosti;Příjmy;Nedaňové příjmy;Příjmy z vlastní činnosti a odvody přebytků organizací s přímým vztahem;Příjmy z vlastní činnosti;0.00;15000.00;13641.00
2013;00282618;2;3639;Komunální služby a územní rozvoj jinde nezařazené;Služby pro obyvatelstvo;Bydlení, komunální služby a územní rozvoj;2131;Příjmy z pronájmu pozemků;Příjmy;Nedaňové příjmy;Příjmy z vlastní činnosti a odvody přebytků organizací s přímým vztahem;Příjmy z pronájmu majetku;0.00;8000.00;8000.00
2013;00282618;2;3639;Komunální služby a územní rozvoj jinde nezařazené;Služby pro obyvatelstvo;Bydlení, komunální služby a územní rozvoj;3111;Příjmy z prodeje pozemků;Příjmy;Kapitálové příjmy;Příjmy z prodeje dlouhodobého majetku a ostatní kapitálové příjmy;Příjmy z prodeje dlouhodobého majetku (kromě drobného);100000.00;970000.00;874300.00
2013;00282618;2;3721;Sběr a svoz nebezpečných odpadů;Služby pro obyvatelstvo;Ochrana životního prostředí;2111;Příjmy z poskytování služeb a výrobků;Příjmy;Nedaňové příjmy;Příjmy z vlastní činnosti a odvody přebytků organizací s přímým vztahem;Příjmy z vlastní činnosti;5000.00;5000.00;0.00
2013;00282618;2;3722;Sběr a svoz komunálních odpadů;Služby pro obyvatelstvo;Ochrana životního prostředí;2111;Příjmy z poskytování služeb a výrobků;Příjmy;Nedaňové příjmy;Příjmy z vlastní činnosti a odvody přebytků organizací s přímým vztahem;Příjmy z vlastní činnosti;9000.00;11000.00;10880.00
2013;00282618;2;3722;Sběr a svoz komunálních odpadů;Služby pro obyvatelstvo;Ochrana životního prostředí;2112;Příjmy z prodeje zboží (již nakoupeného za účelem prodeje);Příjmy;Nedaňové příjmy;Příjmy z vlastní činnosti a odvody přebytků organizací s přímým vztahem;Příjmy z vlastní činnosti;500.00;500.00;0.00
2013;00282618;2;3722;Sběr a svoz komunálních odpadů;Služby pro obyvatelstvo;Ochrana životního prostředí;2322;Přijaté pojistné náhrady;Příjmy;Nedaňové příjmy;Příjmy z prodeje nekapitálového majetku a ostatnínedaňové příjmy;Ostatní nedaňové příjmy;5500.00;5500.00;0.00
2013;00282618;2;3725;Využívání a zneškodňování komunálních odpadů;Služby pro obyvatelstvo;Ochrana životního prostředí;2111;Příjmy z poskytování služeb a výrobků;Příjmy;Nedaňové příjmy;Příjmy z vlastní činnosti a odvody přebytků organizací s přímým vztahem;Příjmy z vlastní činnosti;500000.00;500000.00;486108.40
2013;00282618;2;3725;Využívání a zneškodňování komunálních odpadů;Služby pro obyvatelstvo;Ochrana životního prostředí;2321;Přijaté neinvestiční dary;Příjmy;Nedaňové příjmy;Příjmy z prodeje nekapitálového majetku a ostatnínedaňové příjmy;Ostatní nedaňové příjmy;0.00;25000.00;24200.00
2013;00282618;2;3726;Využívání a zneškodňování ostatních odpadů;Služby pro obyvatelstvo;Ochrana životního prostředí;2112;Příjmy z prodeje zboží (již nakoupeného za účelem prodeje);Příjmy;Nedaňové příjmy;Příjmy z vlastní činnosti a odvody přebytků organizací s přímým vztahem;Příjmy z vlastní činnosti;0.00;9000.00;8988.00
2013;00282618;2;3745;Péče o vzhled obcí a veřejnou zeleň;Služby pro obyvatelstvo;Ochrana životního prostředí;2324;Přijaté nekapitálové příspěvky a náhrady;Příjmy;Nedaňové příjmy;Příjmy z prodeje nekapitálového majetku a ostatnínedaňové příjmy;Ostatní nedaňové příjmy;0.00;1000.00;836.00
2013;00282618;2;3900;Ostatní činnosti související se službami pro obyvatelstvo;Služby pro obyvatelstvo;Ostatní činnosti související se službami pro obyvatelstvo;2132;Příjmy z pronájmu ostatních nemovitostí a jejich částí;Příjmy;Nedaňové příjmy;Příjmy z vlastní činnosti a odvody přebytků organizací s přímým vztahem;Příjmy z pronájmu majetku;0.00;1000.00;0.00
2013;00282618;2;3900;Ostatní činnosti související se službami pro obyvatelstvo;Služby pro obyvatelstvo;Ostatní činnosti související se službami pro obyvatelstvo;2139;Ostatní příjmy z pronájmu majetku;Příjmy;Nedaňové příjmy;Příjmy z vlastní činnosti a odvody přebytků organizací s přímým vztahem;Příjmy z pronájmu majetku;0.00;3000.00;500.00
2013;00282618;2;3900;Ostatní činnosti související se službami pro obyvatelstvo;Služby pro obyvatelstvo;Ostatní činnosti související se službami pro obyvatelstvo;2324;Přijaté nekapitálové příspěvky a náhrady;Příjmy;Nedaňové příjmy;Příjmy z prodeje nekapitálového majetku a ostatnínedaňové příjmy;Ostatní nedaňové příjmy;0.00;36300.00;36300.00
2013;00282618;2;4357;Domovy pro osoby se zdravotním postižením a domovy se zvláštním režimem;Sociální věci a politika zaměstnanosti;Sociální služby a společné činnosti v sociálním zabezpečení a politice zaměstnanosti;2111;Příjmy z poskytování služeb a výrobků;Příjmy;Nedaňové příjmy;Příjmy z vlastní činnosti a odvody přebytků organizací s přímým vztahem;Příjmy z vlastní činnosti;0.00;180000.00;179670.00
2013;00282618;2;4357;Domovy pro osoby se zdravotním postižením a domovy se zvláštním režimem;Sociální věci a politika zaměstnanosti;Sociální služby a společné činnosti v sociálním zabezpečení a politice zaměstnanosti;2132;Příjmy z pronájmu ostatních nemovitostí a jejich částí;Příjmy;Nedaňové příjmy;Příjmy z vlastní činnosti a odvody přebytků organizací s přímým vztahem;Příjmy z pronájmu majetku;900000.00;800000.00;683616.00
2013;00282618;2;4357;Domovy pro osoby se zdravotním postižením a domovy se zvláštním režimem;Sociální věci a politika zaměstnanosti;Sociální služby a společné činnosti v sociálním zabezpečení a politice zaměstnanosti;2324;Přijaté nekapitálové příspěvky a náhrady;Příjmy;Nedaňové příjmy;Příjmy z prodeje nekapitálového majetku a ostatnínedaňové příjmy;Ostatní nedaňové příjmy;0.00;36000.00;35540.00
2013;00282618;2;4359;Ostatní služby a činnosti v oblasti sociální péče;Sociální věci a politika zaměstnanosti;Sociální služby a společné činnosti v sociálním zabezpečení a politice zaměstnanosti;2111;Příjmy z poskytování služeb a výrobků;Příjmy;Nedaňové příjmy;Příjmy z vlastní činnosti a odvody přebytků organizací s přímým vztahem;Příjmy z vlastní činnosti;900000.00;910000.00;907466.00
2013;00282618;2;6171;Činnost místní správy;Všeobecná veřejná správa a služby;Státní moc, státní správa, územní samospráva a politické strany;2111;Příjmy z poskytování služeb a výrobků;Příjmy;Nedaňové příjmy;Příjmy z vlastní činnosti a odvody přebytků organizací s přímým vztahem;Příjmy z vlastní činnosti;100000.00;100000.00;44823.00
2013;00282618;2;6171;Činnost místní správy;Všeobecná veřejná správa a služby;Státní moc, státní správa, územní samospráva a politické strany;2112;Příjmy z prodeje zboží (již nakoupeného za účelem prodeje);Příjmy;Nedaňové příjmy;Příjmy z vlastní činnosti a odvody přebytků organizací s přímým vztahem;Příjmy z vlastní činnosti;0.00;17000.00;16141.00
2013;00282618;2;6171;Činnost místní správy;Všeobecná veřejná správa a služby;Státní moc, státní správa, územní samospráva a politické strany;2132;Příjmy z pronájmu ostatních nemovitostí a jejich částí;Příjmy;Nedaňové příjmy;Příjmy z vlastní činnosti a odvody přebytků organizací s přímým vztahem;Příjmy z pronájmu majetku;200000.00;250000.00;195249.00
2013;00282618;2;6171;Činnost místní správy;Všeobecná veřejná správa a služby;Státní moc, státní správa, územní samospráva a politické strany;2141;Příjmy z úroků (část);Příjmy;Nedaňové příjmy;Příjmy z vlastní činnosti a odvody přebytků organizací s přímým vztahem;Výnosy z finančního majetku;0.00;7700.00;6689.21
2013;00282618;2;6310;Obecné příjmy a výdaje z finančních operací;Všeobecná veřejná správa a služby;Finanční operace;2141;Příjmy z úroků (část);Příjmy;Nedaňové příjmy;Příjmy z vlastní činnosti a odvody přebytků organizací s přímým vztahem;Výnosy z finančního majetku;75000.00;75000.00;37435.72
2013;00282618;2;6402;Finanční vypořádání minulých let;Všeobecná veřejná správa a služby;Ostatní činnosti;2223;Příjmy z finančního vypořádání minulých let mezi krajem a obcemi;Příjmy;Nedaňové příjmy;Přijaté sankční platby a vratky transferů;Přijaté vratky transferů a ostatní příjmy z finančního vypořádání předchozích let;0.00;8000.00;7450.20
2013;00282618;2;6409;Ostatní činnosti jinde nezařazené;Všeobecná veřejná správa a služby;Ostatní činnosti;2329;Ostatní nedaňové příjmy jinde nezařazené;Příjmy;Nedaňové příjmy;Příjmy z prodeje nekapitálového majetku a ostatnínedaňové příjmy;Ostatní nedaňové příjmy;1000.00;1000.00;0.00
2013;00282618;3;1012;Podnikání a restrukturalizace v zemědělství a potravinářství;Zemědělství, lesní hospodářství a rybářství;Zemědělství, lesní hospodářství a rybářství;6130;Pozemky;Výdaje;Kapitálové výdaje;Investiční nákupy a související výdaje;Pozemky;50000.00;50000.00;0.00
2013;00282618;3;2212;Silnice;Průmyslová a ostatní odvětví hospodářství;Doprava;5137;Drobný hmotný dlouhodobý majetek;Výdaje;Běžné výdaje;Neinvestiční nákupy a související výdaje;Nákup materiálu;0.00;15000.00;13215.00
2013;00282618;3;2212;Silnice;Průmyslová a ostatní odvětví hospodářství;Doprava;5139;Nákup materiálu jinde nezařazený;Výdaje;Běžné výdaje;Neinvestiční nákupy a související výdaje;Nákup materiálu;50000.00;50000.00;6471.00
2013;00282618;3;2212;Silnice;Průmyslová a ostatní odvětví hospodářství;Doprava;5156;Pohonné hmoty a maziva;Výdaje;Běžné výdaje;Neinvestiční nákupy a související výdaje;Nákup vody, paliv a energie;0.00;10000.00;3518.00
2013;00282618;3;2212;Silnice;Průmyslová a ostatní odvětví hospodářství;Doprava;5164;Nájemné;Výdaje;Běžné výdaje;Neinvestiční nákupy a související výdaje;Nákup služeb;0.00;4000.00;3056.00
2013;00282618;3;2212;Silnice;Průmyslová a ostatní odvětví hospodářství;Doprava;5169;Nákup ostatních služeb;Výdaje;Běžné výdaje;Neinvestiční nákupy a související výdaje;Nákup služeb;150000.00;150000.00;137435.00
2013;00282618;3;2212;Silnice;Průmyslová a ostatní odvětví hospodářství;Doprava;6121;Budovy, haly a stavby;Výdaje;Kapitálové výdaje;Investiční nákupy a související výdaje;Pořízení dlouhodobého hmotného majetku;0.00;750000.00;10890.00
2013;00282618;3;2219;Ostatní záležitosti pozemních komunikací;Průmyslová a ostatní odvětví hospodářství;Doprava;5137;Drobný hmotný dlouhodobý majetek;Výdaje;Běžné výdaje;Neinvestiční nákupy a související výdaje;Nákup materiálu;0.00;11000.00;5800.70
2013;00282618;3;2219;Ostatní záležitosti pozemních komunikací;Průmyslová a ostatní odvětví hospodářství;Doprava;5139;Nákup materiálu jinde nezařazený;Výdaje;Běžné výdaje;Neinvestiční nákupy a související výdaje;Nákup materiálu;100000.00;100000.00;10256.00
2013;00282618;3;2219;Ostatní záležitosti pozemních komunikací;Průmyslová a ostatní odvětví hospodářství;Doprava;5164;Nájemné;Výdaje;Běžné výdaje;Neinvestiční nákupy a související výdaje;Nákup služeb;0.00;500.00;420.00
2013;00282618;3;2219;Ostatní záležitosti pozemních komunikací;Průmyslová a ostatní odvětví hospodářství;Doprava;5171;Opravy a udržování;Výdaje;Běžné výdaje;Neinvestiční nákupy a související výdaje;Ostatní nákupy;0.00;25000.00;22235.00
2013;00282618;3;2219;Ostatní záležitosti pozemních komunikací;Průmyslová a ostatní odvětví hospodářství;Doprava;6121;Budovy, haly a stavby;Výdaje;Kapitálové výdaje;Investiční nákupy a související výdaje;Pořízení dlouhodobého hmotného majetku;2331200.00;4331200.00;2077148.00
2013;00282618;3;2221;Provoz veřejné silniční dopravy;Průmyslová a ostatní odvětví hospodářství;Doprava;5193;Výdaje na dopravní územní obslužnost;Výdaje;Běžné výdaje;Neinvestiční nákupy a související výdaje;Výdaje související s neinvestičními nákupy, příspěvky, náhrady a věcné dary;145000.00;145000.00;137600.00
2013;00282618;3;2310;Pitná voda;Průmyslová a ostatní odvětví hospodářství;Vodní hospodářství;5329;Ostatní neinvestiční transfery veřejným rozpočtům územní úrovně;Výdaje;Běžné výdaje;a mezi peněžními fondy téže osoby a platby daní;Neinvestiční transfery veřejným rozpočtům územní úrovně;55000.00;55000.00;54040.00
2013;00282618;3;2321;Odvádění a čištění odpadních vod a nakládání s kaly;Průmyslová a ostatní odvětví hospodářství;Vodní hospodářství;5169;Nákup ostatních služeb;Výdaje;Běžné výdaje;Neinvestiční nákupy a související výdaje;Nákup služeb;0.00;10000.00;7017.00
2013;00282618;3;2321;Odvádění a čištění odpadních vod a nakládání s kaly;Průmyslová a ostatní odvětví hospodářství;Vodní hospodářství;5171;Opravy a udržování;Výdaje;Běžné výdaje;Neinvestiční nákupy a související výdaje;Ostatní nákupy;0.00;40000.00;21815.09
2013;00282618;3;2322;Prevence znečišťování vody;Průmyslová a ostatní odvětví hospodářství;Vodní hospodářství;5169;Nákup ostatních služeb;Výdaje;Běžné výdaje;Neinvestiční nákupy a související výdaje;Nákup služeb;0.00;15000.00;13972.30
2013;00282618;3;2329;Odvádění a čištění odpadních vod jinde nezařazené;Průmyslová a ostatní odvětví hospodářství;Vodní hospodářství;5169;Nákup ostatních služeb;Výdaje;Běžné výdaje;Neinvestiční nákupy a související výdaje;Nákup služeb;0.00;10000.00;7290.25
2013;00282618;3;2333;Úpravy drobných vodních toků;Průmyslová a ostatní odvětví hospodářství;Vodní hospodářství;6121;Budovy, haly a stavby;Výdaje;Kapitálové výdaje;Investiční nákupy a související výdaje;Pořízení dlouhodobého hmotného majetku;2000000.00;12000000.00;11144062.40
2013;00282618;3;3119;Ostatní záležitosti předškolní výchovy a základního vzdělávání;Služby pro obyvatelstvo;Vzdělávání a školské služby;5011;Platy zaměstnanců v pracovním poměru;Výdaje;Běžné výdaje;Výdaje na platy, ostatní platby za provedenou práci a pojistné;Platy;100000.00;150000.00;133576.00
